,Coordinates,Date,Location,Place,Query,ScreenName,Text,TweetId,UserId,Cat,State
2228,,Sat Mar 16 20:02:42 +0000 2019,"Austin, TX",,Noodles and Company,FFManBun,"5 seed Bojangles’ coached by Mr. Worldwide himself, Pitbull is looking to making an international run against 12 se… https://t.co/Zk0du8sqKy",1107009316316430336,4712427828,healthy,tx
2229,,Sat Mar 16 19:30:07 +0000 2019,Pacific NW,,Noodles and Company,41skeletons,@OxidizedDreams Hey I’m at noodles and company do you want anything.,1107001112714854405,1011367491673583616,healthy,probably not us
2230,,Sat Mar 16 18:38:04 +0000 2019,,,Noodles and Company,OliviaFelton001,Currently having a breakdown in the noodles and company parking lot,1106988016839602176,1579421682,healthy,probably not us
2231,,Sat Mar 16 18:31:46 +0000 2019,"California, MD",,Noodles and Company,nasty_woman__,"RT @DemolitionLvrx: Noodles and Company has really good tofu
I stan",1106986432441257985,2595188598,healthy,md
2232,,Sat Mar 16 18:21:19 +0000 2019,DMV,"{'id': '4ddec4770a850303', 'url': 'https://api.twitter.com/1.1/geo/id/4ddec4770a850303.json', 'place_type': 'city', 'name': 'Waldorf', 'full_name': 'Waldorf, MD', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.985159, 38.608878], [-76.841929, 38.608878], [-76.841929, 38.660379], [-76.985159, 38.660379]]]}, 'attributes': {}}",Noodles and Company,DemolitionLvrx,"Noodles and Company has really good tofu
I stan",1106983799336943616,743606867025399808,healthy,probably not us
2233,"{'type': 'Point', 'coordinates': [-95.7616298, 39.0281505]}",Sat Mar 16 17:40:14 +0000 2019,Kansas,"{'id': '835f1b2948575c51', 'url': 'https://api.twitter.com/1.1/geo/id/835f1b2948575c51.json', 'place_type': 'city', 'name': 'Topeka', 'full_name': 'Topeka, KS', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-95.809606, 38.971524], [-95.571859, 38.971524], [-95.571859, 39.103634], [-95.809606, 39.103634]]]}, 'attributes': {}}",Noodles and Company,tmj_ks_hrta,Pursue your passions and get involved with the community we serve - Noodles &amp; Co. is a company that cares and it sh… https://t.co/plvCr0xZv5,1106973460285120512,88181432,healthy,ks
2234,"{'type': 'Point', 'coordinates': [-77.8635496, 40.792656]}",Sat Mar 16 17:37:02 +0000 2019,Pennsylvania,"{'id': '22c613c36f32f0d1', 'url': 'https://api.twitter.com/1.1/geo/id/22c613c36f32f0d1.json', 'place_type': 'city', 'name': 'State College', 'full_name': 'State College, PA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.917295, 40.749326], [-77.798924, 40.749326], [-77.798924, 40.817749], [-77.917295, 40.817749]]]}, 'attributes': {}}",Noodles and Company,tmj_pa_hrta,"We're hiring in State College, PA! Click the link in our bio to apply to this job and more: Team Member at Noodles &amp; Company #Veterans #SOV",1106972656056729601,88291252,healthy,pa
2235,"{'type': 'Point', 'coordinates': [-105.076555, 40.4227483]}",Sat Mar 16 17:24:27 +0000 2019,"Denver, CO","{'id': '0fa2e45c48f0ae2a', 'url': 'https://api.twitter.com/1.1/geo/id/0fa2e45c48f0ae2a.json', 'place_type': 'city', 'name': 'Loveland', 'full_name': 'Loveland, CO', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-105.176024, 40.3529092], [-104.973792, 40.3529092], [-104.973792, 40.4658383], [-105.176024, 40.4658383]]]}, 'attributes': {}}",Noodles and Company,tmj_den_hrta,"Want to work at Noodles &amp; Company? We're hiring in Loveland, CO! Click the link in our bio for details on this job… https://t.co/F8VVj8vIVS",1106969487998238721,22487719,healthy,co
2236,"{'type': 'Point', 'coordinates': [-93.6987808, 41.6289603]}",Sat Mar 16 17:17:59 +0000 2019,"Des Moines, IA","{'id': '1c67f9d9cbae7f69', 'url': 'https://api.twitter.com/1.1/geo/id/1c67f9d9cbae7f69.json', 'place_type': 'city', 'name': 'Des Moines', 'full_name': 'Des Moines, IA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-93.709504, 41.501409], [-93.503235, 41.501409], [-93.503235, 41.6514656], [-93.709504, 41.6514656]]]}, 'attributes': {}}",Noodles and Company,tmj_IAD_HRTA,"Want to work at Noodles &amp; Company? We're hiring in #DesMoines, IA! Click the link in our bio for details on this jo… https://t.co/4QUss0LRqM",1106967863854678016,99964374,healthy,ia
2237,"{'type': 'Point', 'coordinates': [-88.2303724, 43.0827852]}",Sat Mar 16 17:14:32 +0000 2019,"Milwaukee, WI","{'id': '243f8ec5e6ee45b3', 'url': 'https://api.twitter.com/1.1/geo/id/243f8ec5e6ee45b3.json', 'place_type': 'city', 'name': 'Pewaukee', 'full_name': 'Pewaukee, WI', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-88.3043916, 43.026755], [-88.185513, 43.026755], [-88.185513, 43.1052532], [-88.3043916, 43.1052532]]]}, 'attributes': {}}",Noodles and Company,tmj_mke_hrta,"Can you recommend anyone for this Restaurant Staff job in Pewaukee, WI? Click the link in our bio to see it and mor… https://t.co/wdVjyMcEqS",1106966993322852353,22495480,healthy,wi
2238,"{'type': 'Point', 'coordinates': [-77.2044823, 38.903442]}",Sat Mar 16 17:08:53 +0000 2019,"Arlington, VA","{'id': '53d8e045be004d97', 'url': 'https://api.twitter.com/1.1/geo/id/53d8e045be004d97.json', 'place_type': 'city', 'name': 'Idylwood', 'full_name': 'Idylwood, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.221543, 38.875039], [-77.1832528, 38.875039], [-77.1832528, 38.9108303], [-77.221543, 38.9108303]]]}, 'attributes': {}}",Noodles and Company,tmj_VAA_HRTA,Looking to score a job at Noodles &amp; Company? You're in luck. Click the link in our bio for the job description and… https://t.co/c4ZCd80F9J,1106965571302621184,99652143,healthy,va
2239,,Sat Mar 16 16:44:20 +0000 2019,"Clarksburg, MD",,Noodles and Company,HallieWellsMS,"RT @HWMS_Library: Planning your menu for the week? Remember, Thursday (3/22) is the @HWPTSA fundraiser at Noodles and Company in Germantown…",1106959392040198149,728887999962984448,healthy,md
2240,,Sat Mar 16 16:38:40 +0000 2019,"Clarksburg, MD",,Noodles and Company,HWMS_Library,"Planning your menu for the week? Remember, Thursday (3/22) is the @HWPTSA fundraiser at Noodles and Company in Germ… https://t.co/2kIVBQ9oXo",1106957969416220672,728251991974121472,healthy,md
2241,,Sat Mar 16 16:06:30 +0000 2019,,,Noodles and Company,James8833,@barstoolsports Noodles and Company to the Elite 8,1106949875005120512,778981382,healthy,probably not us
2242,"{'type': 'Point', 'coordinates': [-85.4034858, 40.2193744]}",Sat Mar 16 16:00:12 +0000 2019,"Kokomo, IN","{'id': '01c14352f8d6ca6e', 'url': 'https://api.twitter.com/1.1/geo/id/01c14352f8d6ca6e.json', 'place_type': 'city', 'name': 'Muncie', 'full_name': 'Muncie, IN', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-85.461887, 40.121825], [-85.320813, 40.121825], [-85.320813, 40.272656], [-85.461887, 40.272656]]]}, 'attributes': {}}",Noodles and Company,tmj_INK_HRTA,"We're hiring in Muncie, IN! Click the link in our bio to apply to this job and more: Team Member - Cook at Noodles &amp; Company #Cook #Chef",1106948288312270848,101355210,healthy,in
2243,,Sat Mar 16 15:34:31 +0000 2019,"San Jose, CA",,Noodles and Company,tmj_sjc_hrta,"Now hiring for 508 job opportunities at Noodles &amp; Company (@NoodlesCareers), Aramark, Lazy Dog Restaurant (@LazyDogHQ), and more.",1106941823073673217,22489947,healthy,ca
2244,"{'type': 'Point', 'coordinates': [-89.3096869, 43.1252575]}",Sat Mar 16 15:34:00 +0000 2019,"Madison, WI","{'id': '7dc5c6d3bfb10ccc', 'url': 'https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json', 'place_type': 'admin', 'name': 'Wisconsin', 'full_name': 'Wisconsin, USA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]}, 'attributes': {}}",Noodles and Company,tmj_mad_hrta,Looking to score a job at Noodles &amp; Company? You're in luck. Click the link in our bio for the job description and… https://t.co/ivLI0EzFCV,1106941694224719872,24599227,healthy,wi
2245,,Sat Mar 16 15:10:44 +0000 2019,,,Noodles and Company,Sean_Harris_LTD,Today marks a year I got banned from noodles and company because @EmiFran4 wanted some Mac and cheese 😂😂😂,1106935840574525441,201576793,healthy,probably not us
2246,,Sat Mar 16 15:06:00 +0000 2019,"Boise, ID",,Noodles and Company,tmj_IDB_HRTA,"Looking to join Panera Bread (@PaneraCareers), Noodles &amp; Company (@NoodlesCareers), or Panda Restaurant Group (… https://t.co/k5qzMe68ki",1106934647823294464,102909398,healthy,id
2247,"{'type': 'Point', 'coordinates': [-77.6143168, 37.510222]}",Sat Mar 16 14:38:17 +0000 2019,In your area,"{'id': 'bf16dab6b130c4ca', 'url': 'https://api.twitter.com/1.1/geo/id/bf16dab6b130c4ca.json', 'place_type': 'city', 'name': 'Bon Air', 'full_name': 'Bon Air, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.616202, 37.495023], [-77.523345, 37.495023], [-77.523345, 37.542652], [-77.616202, 37.542652]]]}, 'attributes': {}}",Noodles and Company,NoodlesCareers,We're individuals with unique goals and different passions and we treat each other like real family. Come join Nood… https://t.co/wtHe6DeImw,1106927673324892162,2535717440,healthy,probably not us
2248,"{'type': 'Point', 'coordinates': [-91.6023623, 41.6858136]}",Sat Mar 16 14:12:32 +0000 2019,Indiana,"{'id': '1c70a89b85693461', 'url': 'https://api.twitter.com/1.1/geo/id/1c70a89b85693461.json', 'place_type': 'city', 'name': 'Coralville', 'full_name': 'Coralville, IA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-91.642268, 41.666511], [-91.528113, 41.666511], [-91.528113, 41.730042], [-91.642268, 41.730042]]]}, 'attributes': {}}",Noodles and Company,tmj_ia_hrta,"We're hiring in Coralville, IA! Click the link in our bio to apply to this job and more: Team Member - Cook at Noodles &amp; Company #Cook #Chef",1106921192055697408,88113990,healthy,in
2249,,Sat Mar 16 13:57:43 +0000 2019,"Auburn Hills, MI",,Noodles and Company,tmj_MIU_HRTA,"We have 148 jobs open today at Sunrise Senior Living (@Sunrise_Careers), Noodles &amp; Company (@NoodlesCareers), Panda… https://t.co/PA4EuqGcpA",1106917461616549890,100155494,healthy,mi
2250,"{'type': 'Point', 'coordinates': [-87.995866, 42.0507007]}",Sat Mar 16 13:46:53 +0000 2019,"Chicago, IL","{'id': 'c567a00616152df6', 'url': 'https://api.twitter.com/1.1/geo/id/c567a00616152df6.json', 'place_type': 'city', 'name': 'Rolling Meadows', 'full_name': 'Rolling Meadows, IL', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-88.069314, 42.0080756], [-87.987432, 42.0080756], [-87.987432, 42.104369], [-88.069314, 42.104369]]]}, 'attributes': {}}",Noodles and Company,tmj_chi_hrta,"This job is now open at Noodles &amp; Company in #RollingMeadows, IL. Follow us and turn on mobile alerts to hear about… https://t.co/7l0VGfMStM",1106914736535302144,22453816,healthy,il
2251,,Sat Mar 16 13:20:37 +0000 2019,Minnesota,,Noodles and Company,tmj_mn_hrta,"Now hiring for 287 job opportunities at Kelly Services, Noodles &amp; Company (@NoodlesCareers), Aramark, and more.",1106908126245060610,88192805,healthy,mn
2252,,Sat Mar 16 13:14:16 +0000 2019,"Greater Hartford, CT",,Noodles and Company,tmj_har_hrta,"Now hiring for 120 job opportunities at Coffee &amp; Bagels Brands (@WorkAtEBB), Noodles &amp; Company (@NoodlesCareers), M… https://t.co/9dJz2iNAP6",1106906527992954883,25054478,healthy,ct
2253,"{'type': 'Point', 'coordinates': [-76.8018767, 40.3129422]}",Sat Mar 16 09:42:36 +0000 2019,In your area,"{'id': 'a9d7384c4baa4511', 'url': 'https://api.twitter.com/1.1/geo/id/a9d7384c4baa4511.json', 'place_type': 'city', 'name': 'Colonial Park', 'full_name': 'Colonial Park, PA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.83673, 40.281853], [-76.774376, 40.281853], [-76.774376, 40.32253], [-76.83673, 40.32253]]]}, 'attributes': {}}",Noodles and Company,NoodlesCareers,Pursue your passions and get involved with the community we serve - Noodles &amp; Co. is a company that cares and it sh… https://t.co/kfxij2vh8E,1106853259690438656,2535717440,healthy,probably not us
2254,"{'type': 'Point', 'coordinates': [-92.8565753, 45.0362003]}",Sat Mar 16 08:08:57 +0000 2019,"St. Paul, MN","{'id': '9807c5c5f7a2c6ce', 'url': 'https://api.twitter.com/1.1/geo/id/9807c5c5f7a2c6ce.json', 'place_type': 'admin', 'name': 'Minnesota', 'full_name': 'Minnesota, USA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-97.239256, 43.499362], [-89.483385, 43.499362], [-89.483385, 49.384359], [-97.239256, 49.384359]]]}, 'attributes': {}}",Noodles and Company,tmj_msp_hrta,"Want to work at Noodles &amp; Company? We're hiring in Stillwater, MN! Click the link in our bio for details on this jo… https://t.co/BYErYyynbv",1106829693192278016,22488346,healthy,mn
2255,,Sat Mar 16 06:38:24 +0000 2019,"Washington, DC",,Noodles and Company,restaurantcsmag,"RT @EateryPulse: Noodles and Company features shrimp for #Lenten season, including Zucchini Shriimp Scampi https://t.co/W0UOoEzx6Y #restaur…",1106806904515411970,3352719274,healthy,probably not us
2256,,Sat Mar 16 01:37:07 +0000 2019,,,Noodles and Company,CraigDistance,Lots of fun at Noodles and Company before race #1 tomorrow. #readytorunfast #cougarpride https://t.co/rGP1dukvHP,1106731084950192128,1095353517051707392,healthy,probably not us
2257,,Sat Mar 16 00:37:43 +0000 2019,goth complex,,Noodles and Company,THEDRAW_,they were playing happier in noodles and company i freaked it,1106716137767735296,2796946108,healthy,probably not us
2258,,Sat Mar 16 00:21:57 +0000 2019,"Columbia, SC",,Noodles and Company,JerrydCurry,"Idk who or what Noodles and company is but it best be something good if it beat Firehouse, Five guys AND popeyes; h… https://t.co/qYJzLLGUL6",1106712171201875968,37870368,healthy,sc
2259,,Sat Mar 16 00:18:31 +0000 2019,"Denver, Colorado",,Noodles and Company,_Roggie_Babii_,Noodles and company is out of Cheesy Garlic Bread. https://t.co/Rn9g7KooU0,1106711306239905792,29759255,healthy,co
2260,,Sat Mar 16 00:05:55 +0000 2019,"Maryland, USA",,Noodles and Company,a_gelamarie,penne rosa pasta from noodles and company 🤤,1106708132905000960,1077631136170426371,healthy,md
2261,,Fri Mar 15 23:47:59 +0000 2019,he/him | 1990-2017🥀,,Noodles and Company,gaetanaleksandr,my ptsd comes out in weird ways cuz i just passed the noodles and company a cute boy asked me out in but i lost his… https://t.co/ot0zvUFISW,1106703620223979520,1099047123528630277,healthy,probably not us
2262,,Fri Mar 15 23:31:22 +0000 2019,"Moorhead, MN",,Noodles and Company,roganisbell24,Matchup #8: 2) Taco Bell vs 7) Noodles and Company,1106699440985919488,4690779630,healthy,mn
2263,,Fri Mar 15 22:54:58 +0000 2019,,,Noodles and Company,myshortfriend,"Before you ask yes, I am at noodles and company and am surrounded by children and teens",1106690279048990721,285943797,healthy,probably not us
2264,,Fri Mar 15 22:25:57 +0000 2019,Look up.☁️✨,,Noodles and Company,chocolateKNDY,This bowl of shrimp penne rosa from Noodles and Company 😛 https://t.co/ZZyuVjYTOJ,1106682975683518469,2781139687,healthy,probably not us
2265,"{'type': 'Point', 'coordinates': [-77.5856348, 37.647853]}",Fri Mar 15 22:21:14 +0000 2019,In your area,"{'id': '00f4a3ff3550a8b6', 'url': 'https://api.twitter.com/1.1/geo/id/00f4a3ff3550a8b6.json', 'place_type': 'city', 'name': 'Innsbrook', 'full_name': 'Innsbrook, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.605285, 37.63233], [-77.559199, 37.63233], [-77.559199, 37.676572], [-77.605285, 37.676572]]]}, 'attributes': {}}",Noodles and Company,NoodlesCareers,Challenge the average day to day. Make an impact and have fun along the way as a Team Member. #restaurantjobs… https://t.co/GgfVgCIb1V,1106681788221394944,2535717440,healthy,probably not us
2266,,Fri Mar 15 22:12:01 +0000 2019,"Metro-Washington, DC",,Noodles and Company,EateryPulse,"Noodles and Company features shrimp for #Lenten season, including Zucchini Shriimp Scampi https://t.co/W0UOoEzx6Y… https://t.co/k2Y2uysBaS",1106679470717587456,29324243,healthy,probably not us
2267,"{'type': 'Point', 'coordinates': [-72.7478571, 41.7842017]}",Fri Mar 15 22:07:29 +0000 2019,"Greater Hartford, CT","{'id': '485ebc6dbebdbf32', 'url': 'https://api.twitter.com/1.1/geo/id/485ebc6dbebdbf32.json', 'place_type': 'city', 'name': 'West Hartford', 'full_name': 'West Hartford, CT', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-72.786564, 41.717959], [-72.713899, 41.717959], [-72.713899, 41.806675], [-72.786564, 41.806675]]]}, 'attributes': {}}",Noodles and Company,tmj_har_hrta,"Want to land a job like ""Team Member - Noodles and Co."" at Noodles &amp; Company? Applicant tracking systems look for s… https://t.co/KBNA1I50Hz",1106678330890162176,25054478,healthy,ct
2268,"{'type': 'Point', 'coordinates': [-111.0629927, 45.6942014]}",Fri Mar 15 21:47:57 +0000 2019,Montana,"{'id': '807584e8539d2a7e', 'url': 'https://api.twitter.com/1.1/geo/id/807584e8539d2a7e.json', 'place_type': 'city', 'name': 'Bozeman', 'full_name': 'Bozeman, MT', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-111.185677, 45.625349], [-110.980181, 45.625349], [-110.980181, 45.750351], [-111.185677, 45.750351]]]}, 'attributes': {}}",Noodles and Company,tmj_mt_hrta,"Want to land a job like ""Restaurant Culinary Team Member - Cook"" at Noodles &amp; Company? Applicant tracking systems l… https://t.co/riDiE4UYZD",1106673412934533121,88254396,healthy,mt
2269,,Fri Mar 15 21:47:22 +0000 2019,,,Noodles and Company,stevegangg,RT @jasdoit__: This car cut me off in a roundabout and we both ended up at the same location... You were really ready to die over some nood…,1106673265102258177,402943679,healthy,probably not us
2270,"{'type': 'Point', 'coordinates': [-77.1359169, 38.7714359]}",Fri Mar 15 21:01:24 +0000 2019,"Alexandria, VA","{'id': '7ca522a59e592638', 'url': 'https://api.twitter.com/1.1/geo/id/7ca522a59e592638.json', 'place_type': 'city', 'name': 'Franconia', 'full_name': 'Franconia, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.184452, 38.739182], [-77.119991, 38.739182], [-77.119991, 38.798553], [-77.184452, 38.798553]]]}, 'attributes': {}}",Noodles and Company,tmj_VAL_HRTA,"This job is now open at Noodles &amp; Company in Alexandria, VA. Follow us and turn on mobile alerts to hear about jobs… https://t.co/ptEv9rLLKD",1106661697530417157,99642642,healthy,va
2271,"{'type': 'Point', 'coordinates': [-88.0726044, 44.4776395]}",Fri Mar 15 19:57:46 +0000 2019,Wisconsin,"{'id': '04ab128abc58632a', 'url': 'https://api.twitter.com/1.1/geo/id/04ab128abc58632a.json', 'place_type': 'city', 'name': 'Ashwaubenon', 'full_name': 'Ashwaubenon, WI', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-88.151014, 44.445096], [-88.037709, 44.445096], [-88.037709, 44.510585], [-88.151014, 44.510585]]]}, 'attributes': {}}",Noodles and Company,tmj_wi_hrta,"We're hiring in Green Bay, WI! Click the link in our bio to apply to this job and more: Shift Manager at Noodles &amp; Company #Veterans #SOV",1106645686047526912,88318809,healthy,wi
2272,,Fri Mar 15 19:30:41 +0000 2019,J4,,Noodles and Company,sydddneyyy_,not sure if I’m fully better but I’m gonna try and eat this noodles and company bc im tired of eating just saltines lmaooooo,1106638868764344320,2259399432,healthy,probably not us
2273,,Fri Mar 15 19:18:00 +0000 2019,6,,Noodles and Company,kitkatcaiit,God really did me right by putting a Noodles and Company next to Target,1106635678157336583,219106167,healthy,probably not us
2274,,Fri Mar 15 19:06:00 +0000 2019,,,Noodles and Company,CapsRegalBeagle,"Final Four: Panda Express vs. Moe's, Noodles and Company vs. Raising Cane's

Finals: Panda Express vs. Raising Cane… https://t.co/sUGvFHtqgQ",1106632656404598786,74809357,healthy,probably not us
2275,,Fri Mar 15 18:58:19 +0000 2019,"Catonsville, MD",,Noodles and Company,ladarrah1,RT @Rheannalerma: @ladarrah1 Sooooo good noodles and company,1106630722117402625,954111431909224448,healthy,md
2276,,Fri Mar 15 18:30:54 +0000 2019,410,,Noodles and Company,Rheannalerma,@ladarrah1 Sooooo good noodles and company,1106623825872080896,1718980314,healthy,probably not us
2277,"{'type': 'Point', 'coordinates': [-77.3012118, 38.8458136]}",Fri Mar 15 18:09:41 +0000 2019,"Fairfax, VA","{'id': 'e4aee3ab11ef52a6', 'url': 'https://api.twitter.com/1.1/geo/id/e4aee3ab11ef52a6.json', 'place_type': 'city', 'name': 'Fairfax', 'full_name': 'Fairfax, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.335163, 38.83278], [-77.268663, 38.83278], [-77.268663, 38.872421], [-77.335163, 38.872421]]]}, 'attributes': {}}",Noodles and Company,tmj_VAF_HRTA,"Want to land a job like ""Team Member - Cashier"" at Noodles &amp; Company? Applicant tracking systems look for specific… https://t.co/bOD2nEL5u1",1106618486690729984,99623172,healthy,va
2278,,Fri Mar 15 18:02:26 +0000 2019,wouldnt you like to know,,Noodles and Company,NIKIragua,RT @jasdoit__: This car cut me off in a roundabout and we both ended up at the same location... You were really ready to die over some nood…,1106616659731800064,271213221,healthy,probably not us
2279,,Fri Mar 15 17:52:53 +0000 2019,D[Maryland]V,,Noodles and Company,jasdoit__,This car cut me off in a roundabout and we both ended up at the same location... You were really ready to die over… https://t.co/qXXQb1kT1Q,1106614257259556864,252895304,healthy,probably not us
2280,,Fri Mar 15 17:45:38 +0000 2019,"Chicago, IL",,Noodles and Company,rice_consumer,Craving spaghetti from Noodles and Company but its not available through ubereats in my area 😞,1106612434004074497,1604869050,healthy,il
2281,,Fri Mar 15 17:19:57 +0000 2019,"Altess, Kingdom of Cervina",,Noodles and Company,StarlightDeer,"Aaa!!! One of the department supervisors bought Noodles and Company for us all!  

Thank you, Danielle! 💜",1106605968593485825,2159759508,healthy,probably not us
2282,,Fri Mar 15 17:18:16 +0000 2019,"New York, NY",,Noodles and Company,mattlavietes,"""Shares of Boeing erased losses to trade nearly 3 percent higher after Agence France-Presse reported the company wi… https://t.co/p5O7Cl1hkx",1106605545996324864,911788708780703749,healthy,ny
2283,,Fri Mar 15 15:06:54 +0000 2019,"Los Angeles, CA",,Noodles and Company,tmj_lax_hrta,"Looking to join Noodles &amp; Company (@NoodlesCareers), Good Nite Inn (@goodnitejobs), or Shake Shack (@shakeshackjobs… https://t.co/iTeddn6gc7",1106572485980372992,22454941,healthy,ca
2284,,Fri Mar 15 14:09:58 +0000 2019,Missouri,,Noodles and Company,tmj_mo_hrta,"We have 202 jobs open today at Panera Bread (@PaneraCareers), Noodles &amp; Company (@NoodlesCareers), Five Star Senior… https://t.co/XBLY9yKiZ9",1106558159143862273,88192950,healthy,mo
2285,,Fri Mar 15 14:00:48 +0000 2019,,,Noodles and Company,thefinreviewer,Pfizer $PFE Market Valuation Declined While Stuyvesant Capital Management Has Cut Its Position by $2.58 Million; Em… https://t.co/ujrV3DxR72,1106555851530219520,993544299500339200,healthy,probably not us
2286,,Fri Mar 15 13:56:27 +0000 2019,"Auburn Hills, MI",,Noodles and Company,tmj_MIU_HRTA,"Now hiring for 148 job opportunities at Noodles &amp; Company (@NoodlesCareers), Aramark, Bob Evans Restaurants (@bobevanscareers), and more.",1106554756678377472,100155494,healthy,mi
2287,,Fri Mar 15 13:22:55 +0000 2019,Cedar Rapids,,Noodles and Company,tmj_iar_hrta,"Check out the 35 latest openings at Coffee &amp; Bagels Brands (@WorkAtEBB), Noodles &amp; Company (@NoodlesCareers), Panda… https://t.co/yRJQq4HTVz",1106546317562535937,74059965,healthy,probably not us
2288,,Fri Mar 15 13:05:02 +0000 2019,"Ann Arbor, MI",,Noodles and Company,tmj_MIN_HRTA,"Now hiring for 495 job opportunities at Noodles &amp; Company (@NoodlesCareers), City Barbeque (@CityBBQJobs), Ohio Liv… https://t.co/Q9zf2YtA8d",1106541816734572545,99786765,healthy,mi
2289,,Fri Mar 15 12:55:40 +0000 2019,Michigan,,Noodles and Company,tmj_mi_hrta,"Now hiring for 421 job opportunities at Noodles &amp; Company (@NoodlesCareers), Red Lobster (@WorkRedLobster), Border… https://t.co/2Y9QnZJRK2",1106539461960065025,88192689,healthy,mi
2290,,Fri Mar 15 12:09:06 +0000 2019,"Norfolk area, VA",,Noodles and Company,tmj_orf_hrta,"Check out the 307 latest openings at BJ's Restaurants, Inc. (@workatbjs), Noodles &amp; Company (@NoodlesCareers), Bost… https://t.co/8l5kkyZkDv",1106527740310650880,22730342,healthy,va
2291,,Fri Mar 15 11:56:54 +0000 2019,"Maryland, USA",,Noodles and Company,megwthebighair,@RyanStopIt1 @R0bert2600 At least I am capable of eating at a variety of restaurants other than Noodles &amp; Company.… https://t.co/NAmuxEeucn,1106524669543362561,432899222,healthy,md
2292,"{'type': 'Point', 'coordinates': [-87.6594603, 41.9175168]}",Fri Mar 15 08:23:25 +0000 2019,"Chicago, IL","{'id': '1d9a5370a355ab0c', 'url': 'https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', 'place_type': 'city', 'name': 'Chicago', 'full_name': 'Chicago, IL', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]}, 'attributes': {}}",Noodles and Company,tmj_chi_hrta,This Restaurant Staff job might be a great fit for you. Click the link in our bio to see it and more. Team Member -… https://t.co/BgMx3n4E8r,1106470947379281920,22453816,healthy,il
2293,,Fri Mar 15 07:03:18 +0000 2019,CyberSpace,,Noodles and Company,FairTax4America,Noodles &amp; Company (NDLS) CEO Dave Boennighausen on Q4 2018 Results - Earnings Call Transcript… https://t.co/xVNls7CDC1,1106450782944153601,2439158484,healthy,probably not us
2294,,Fri Mar 15 05:20:23 +0000 2019,,,Noodles and Company,themarketisopen,$NDLS $NWS $NWSA After-Hours News: Noodles &amp; Company and DocuSign Report Earnings https://t.co/JVmBKGCcT3,1106424883771256832,4041454812,healthy,probably not us
2295,,Fri Mar 15 04:25:09 +0000 2019,"Hellertown, PA",,Noodles and Company,reiman_noodles,I wish I had productive hobbies like working out or doing yoga but instead my hobbies include spending mass amounts… https://t.co/AooQzfDRM0,1106410985840173056,509360407,healthy,pa
